epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,12097.3,0.96551,0.59433,1.12957,0.96897,0.95909,0.98652,0.65246,1.3165,0.48769,1.48472,0.003994,0.003994,0.003994
184,12163.2,0.96427,0.58501,1.12989,0.96569,0.96056,0.98629,0.65382,1.31624,0.48712,1.48537,0.003961,0.003961,0.003961
185,12229.3,0.95313,0.59173,1.12557,0.96986,0.95904,0.98634,0.65406,1.3144,0.48686,1.48324,0.003928,0.003928,0.003928
186,12295.5,0.95554,0.59163,1.12388,0.97017,0.95563,0.98628,0.65381,1.31243,0.4879,1.48221,0.003895,0.003895,0.003895
187,12361.6,0.96304,0.5914,1.13009,0.98923,0.94019,0.98661,0.65184,1.31178,0.48687,1.47983,0.003862,0.003862,0.003862
188,12428,0.95166,0.58207,1.12636,0.98721,0.93857,0.98692,0.65209,1.30994,0.48679,1.47821,0.003829,0.003829,0.003829
189,12494.1,0.94759,0.58019,1.11756,0.98827,0.93857,0.98541,0.65232,1.30742,0.48662,1.47628,0.003796,0.003796,0.003796
190,12560.3,0.94809,0.58487,1.12027,0.98812,0.93857,0.98563,0.654,1.30485,0.487,1.47338,0.003763,0.003763,0.003763
191,12626.2,0.93716,0.57813,1.11809,0.9876,0.93857,0.986,0.65569,1.30597,0.48721,1.47294,0.00373,0.00373,0.00373
192,12692.5,0.95033,0.59499,1.13169,0.98853,0.93857,0.98587,0.65419,1.3051,0.48636,1.47099,0.003697,0.003697,0.003697
193,12758.8,0.93722,0.56749,1.11225,0.9885,0.93857,0.9859,0.6557,1.30404,0.48648,1.47105,0.003664,0.003664,0.003664
194,12824.6,0.93942,0.57248,1.11133,0.98574,0.93857,0.98514,0.65625,1.30491,0.4867,1.47113,0.003631,0.003631,0.003631
195,12890.9,0.93326,0.57557,1.11027,0.95938,0.9673,0.98494,0.65654,1.30411,0.48609,1.46961,0.003598,0.003598,0.003598
196,12957,0.93463,0.56954,1.11301,0.95904,0.96928,0.9847,0.65842,1.30418,0.48574,1.47104,0.003565,0.003565,0.003565
197,13023.3,0.93374,0.57988,1.11439,0.95899,0.96928,0.9846,0.65792,1.30531,0.48534,1.47185,0.003532,0.003532,0.003532
198,13089,0.91948,0.56478,1.10592,0.95907,0.96928,0.98468,0.65724,1.30569,0.4846,1.47284,0.003499,0.003499,0.003499
199,13154.9,0.92288,0.58562,1.10777,0.95606,0.9654,0.98141,0.65656,1.30561,0.48277,1.47365,0.003466,0.003466,0.003466
200,13220.8,0.92672,0.57101,1.10546,0.95604,0.96501,0.98151,0.6586,1.30414,0.48327,1.47245,0.003433,0.003433,0.003433
201,13286.9,0.92371,0.55963,1.1073,0.96269,0.96882,0.98451,0.65866,1.30457,0.48382,1.4718,0.0034,0.0034,0.0034
202,13353,0.92526,0.56072,1.10786,0.95956,0.97185,0.98635,0.65781,1.3064,0.48318,1.47417,0.003367,0.003367,0.003367
203,13419,0.92187,0.56591,1.10819,0.96277,0.97078,0.98644,0.65988,1.30699,0.48291,1.47521,0.003334,0.003334,0.003334
204,13485.1,0.91611,0.5512,1.10022,0.96539,0.96928,0.98654,0.65838,1.30706,0.48341,1.47514,0.003301,0.003301,0.003301
205,13551.5,0.91219,0.55995,1.0984,0.96623,0.96928,0.98656,0.65809,1.30655,0.48371,1.47428,0.003268,0.003268,0.003268
206,13617.7,0.90322,0.54784,1.09471,0.96271,0.9693,0.98799,0.65935,1.30815,0.48522,1.47564,0.003235,0.003235,0.003235
207,13684.2,0.91016,0.55767,1.0996,0.96492,0.96928,0.98793,0.65944,1.30826,0.48623,1.47462,0.003202,0.003202,0.003202
208,13750.3,0.90761,0.55187,1.09268,0.96847,0.96928,0.98755,0.65996,1.30859,0.48625,1.47591,0.003169,0.003169,0.003169
209,13816.4,0.90714,0.55451,1.0984,0.96916,0.96529,0.98709,0.65842,1.30862,0.48632,1.47584,0.003136,0.003136,0.003136
210,13882.3,0.90941,0.55809,1.09458,0.96916,0.96527,0.98693,0.65691,1.30731,0.48652,1.47367,0.003103,0.003103,0.003103
211,13948.3,0.90302,0.54105,1.09543,0.98219,0.94132,0.98412,0.65794,1.30837,0.48466,1.47552,0.00307,0.00307,0.00307
212,14014.2,0.89342,0.54756,1.09089,0.98124,0.94198,0.984,0.65621,1.30865,0.48398,1.47609,0.003037,0.003037,0.003037
213,14080.1,0.90548,0.55262,1.09985,0.9645,0.95904,0.98412,0.65549,1.30844,0.48459,1.47636,0.003004,0.003004,0.003004
214,14146.2,0.89128,0.54537,1.0861,0.96023,0.96587,0.98425,0.65793,1.30784,0.48361,1.47616,0.002971,0.002971,0.002971
215,14212,0.90116,0.54928,1.09356,0.95944,0.96879,0.98423,0.65563,1.3075,0.48319,1.47656,0.002938,0.002938,0.002938
216,14278,0.87654,0.53039,1.07422,0.95891,0.96928,0.98433,0.65606,1.30866,0.48145,1.47806,0.002905,0.002905,0.002905
217,14344,0.89073,0.53776,1.09099,0.95416,0.96587,0.98092,0.65632,1.31001,0.48139,1.47968,0.002872,0.002872,0.002872
218,14410,0.88746,0.54073,1.09188,0.95588,0.96928,0.98389,0.65737,1.31154,0.47981,1.48267,0.002839,0.002839,0.002839
219,14476.2,0.87723,0.54022,1.07762,0.95209,0.96587,0.98074,0.65646,1.31232,0.48011,1.48302,0.002806,0.002806,0.002806
220,14542.1,0.88524,0.52877,1.07682,0.95244,0.96587,0.98042,0.65527,1.3126,0.4812,1.48266,0.002773,0.002773,0.002773
221,14608.2,0.88733,0.53904,1.09695,0.95241,0.96587,0.98023,0.65556,1.31274,0.48151,1.48296,0.00274,0.00274,0.00274
222,14674.5,0.88376,0.5322,1.08049,0.95271,0.96587,0.98008,0.65499,1.31335,0.48216,1.48375,0.002707,0.002707,0.002707
223,14740.2,0.87907,0.53655,1.07997,0.95281,0.96479,0.97998,0.6548,1.31287,0.48232,1.48326,0.002674,0.002674,0.002674
224,14806.1,0.86651,0.53014,1.07549,0.94761,0.96587,0.97969,0.65548,1.31378,0.48115,1.48362,0.002641,0.002641,0.002641
225,14872.2,0.87635,0.53279,1.08153,0.95073,0.96587,0.97972,0.65589,1.31413,0.48157,1.48429,0.002608,0.002608,0.002608
226,14938.2,0.86311,0.51921,1.0746,0.94737,0.96587,0.9794,0.65689,1.31424,0.48202,1.48442,0.002575,0.002575,0.002575
227,15004.1,0.86908,0.53251,1.08134,0.96858,0.94677,0.97943,0.65408,1.31375,0.48169,1.48542,0.002542,0.002542,0.002542
228,15070.2,0.87162,0.53039,1.07864,0.96857,0.9467,0.97956,0.65689,1.31376,0.48223,1.48523,0.002509,0.002509,0.002509
229,15136,0.8582,0.52131,1.06967,0.96857,0.94648,0.97961,0.65449,1.3135,0.4841,1.4853,0.002476,0.002476,0.002476
230,15202.1,0.86626,0.52892,1.07837,0.96858,0.94689,0.97938,0.65637,1.31328,0.48323,1.48576,0.002443,0.002443,0.002443
231,15268.1,0.85275,0.5252,1.07413,0.96857,0.94646,0.97945,0.65751,1.31337,0.48377,1.48594,0.00241,0.00241,0.00241
232,15334.2,0.85224,0.52637,1.07144,0.96856,0.94643,0.97937,0.65773,1.31302,0.48458,1.48657,0.002377,0.002377,0.002377
233,15400.1,0.85974,0.51766,1.07726,0.96211,0.95341,0.97938,0.65569,1.31231,0.48533,1.48649,0.002344,0.002344,0.002344
234,15466.2,0.85339,0.50862,1.06967,0.96857,0.94644,0.97937,0.6567,1.312,0.48608,1.48646,0.002311,0.002311,0.002311
235,15532.1,0.85553,0.52759,1.07485,0.96857,0.94667,0.97934,0.65583,1.31045,0.48629,1.48536,0.002278,0.002278,0.002278
236,15598.5,0.85283,0.52561,1.07096,0.96126,0.95563,0.97945,0.65568,1.3104,0.48632,1.48574,0.002245,0.002245,0.002245
237,15664.6,0.84162,0.50709,1.06102,0.96219,0.95547,0.97943,0.6564,1.3105,0.48639,1.48646,0.002212,0.002212,0.002212
238,15730.6,0.84097,0.49957,1.05488,0.96196,0.95563,0.9793,0.65655,1.31087,0.48565,1.48674,0.002179,0.002179,0.002179
239,15796.7,0.8483,0.51546,1.06967,0.9619,0.95563,0.97939,0.65728,1.31117,0.48535,1.48711,0.002146,0.002146,0.002146
240,15862.7,0.84342,0.51764,1.06985,0.96783,0.95222,0.97936,0.65817,1.31102,0.48564,1.48782,0.002113,0.002113,0.002113
241,15928.8,0.83541,0.50682,1.05774,0.96728,0.95222,0.97936,0.6574,1.31144,0.48543,1.48797,0.00208,0.00208,0.00208
242,15994.8,0.82897,0.49902,1.05701,0.96881,0.95422,0.97939,0.6563,1.31205,0.48574,1.48889,0.002047,0.002047,0.002047
243,16060.6,0.82529,0.49798,1.05603,0.96883,0.95485,0.97941,0.65621,1.31244,0.48619,1.48929,0.002014,0.002014,0.002014
244,16126.5,0.83417,0.49896,1.05153,0.96881,0.95563,0.97925,0.65506,1.31266,0.48562,1.49028,0.001981,0.001981,0.001981
245,16192.6,0.82504,0.50057,1.05396,0.96851,0.95563,0.97924,0.65503,1.31326,0.48622,1.49092,0.001948,0.001948,0.001948
246,16258.7,0.8274,0.49534,1.05339,0.96796,0.95563,0.97923,0.65582,1.31459,0.48636,1.49202,0.001915,0.001915,0.001915
247,16324.9,0.83045,0.49904,1.05472,0.97104,0.95904,0.98086,0.6572,1.3152,0.48572,1.49268,0.001882,0.001882,0.001882
248,16390.9,0.82651,0.50441,1.05798,0.97106,0.95904,0.98088,0.65646,1.31607,0.4851,1.4932,0.001849,0.001849,0.001849
249,16457,0.82341,0.49586,1.05433,0.971,0.95904,0.98096,0.65678,1.31721,0.48541,1.4944,0.001816,0.001816,0.001816
250,16522.7,0.8142,0.48879,1.05156,0.971,0.95904,0.98109,0.6579,1.31752,0.48527,1.49516,0.001783,0.001783,0.001783
251,16588.7,0.82111,0.49369,1.04938,0.97105,0.95904,0.98099,0.65609,1.31796,0.48536,1.49635,0.00175,0.00175,0.00175
252,16654.8,0.81593,0.48393,1.04892,0.97112,0.95904,0.98109,0.65581,1.31836,0.48542,1.49691,0.001717,0.001717,0.001717
253,16720.9,0.80646,0.48596,1.04626,0.97105,0.95904,0.98123,0.65624,1.31883,0.48533,1.4972,0.001684,0.001684,0.001684
254,16787.2,0.81136,0.48649,1.04973,0.97089,0.95904,0.98133,0.65542,1.31882,0.48635,1.49766,0.001651,0.001651,0.001651
255,16853.7,0.80008,0.48256,1.03978,0.97086,0.95904,0.98121,0.65406,1.31865,0.48599,1.49777,0.001618,0.001618,0.001618
256,16920.1,0.80994,0.48569,1.04543,0.9709,0.95904,0.98122,0.65432,1.31854,0.48625,1.49777,0.001585,0.001585,0.001585
257,16986.2,0.79632,0.48314,1.04187,0.96749,0.95563,0.97865,0.65269,1.3184,0.48602,1.49804,0.001552,0.001552,0.001552
258,17052.3,0.80293,0.48229,1.03952,0.96733,0.95563,0.97855,0.65348,1.31865,0.48642,1.49863,0.001519,0.001519,0.001519
259,17118.5,0.78806,0.488,1.03914,0.96731,0.95563,0.9786,0.65285,1.31875,0.48687,1.49884,0.001486,0.001486,0.001486
260,17184.7,0.79169,0.4849,1.03729,0.96727,0.95563,0.97856,0.65183,1.31881,0.48681,1.49923,0.001453,0.001453,0.001453
261,17250.7,0.80169,0.48198,1.0399,0.96696,0.95563,0.97848,0.6517,1.31941,0.48679,1.50002,0.00142,0.00142,0.00142
262,17316.9,0.79277,0.48258,1.04204,0.9667,0.95563,0.97871,0.65085,1.31945,0.48738,1.49991,0.001387,0.001387,0.001387
263,17382.8,0.79974,0.48005,1.04005,0.96302,0.95563,0.97852,0.65129,1.31975,0.48775,1.50039,0.001354,0.001354,0.001354
264,17449,0.78646,0.47065,1.03316,0.96292,0.95563,0.97825,0.65124,1.3202,0.48717,1.50097,0.001321,0.001321,0.001321
265,17515.2,0.79639,0.47336,1.03744,0.95898,0.95563,0.97804,0.65152,1.32036,0.48802,1.50181,0.001288,0.001288,0.001288
266,17581.3,0.78051,0.46968,1.03227,0.95898,0.95563,0.97782,0.65069,1.3206,0.48853,1.50204,0.001255,0.001255,0.001255
267,17647.6,0.78807,0.47258,1.04405,0.95849,0.95563,0.97714,0.65001,1.32073,0.48862,1.50256,0.001222,0.001222,0.001222
268,17713.7,0.78335,0.46337,1.02812,0.95838,0.95563,0.97713,0.65079,1.32087,0.48902,1.50252,0.001189,0.001189,0.001189
269,17779.5,0.78471,0.46359,1.03485,0.95847,0.95563,0.97709,0.65029,1.32124,0.48843,1.50347,0.001156,0.001156,0.001156
270,17845.7,0.77485,0.46119,1.02979,0.95835,0.95563,0.9771,0.65057,1.32134,0.48893,1.50365,0.001123,0.001123,0.001123
271,17911.9,0.76938,0.46019,1.02414,0.9582,0.95563,0.97703,0.65034,1.32136,0.48893,1.50426,0.00109,0.00109,0.00109
272,17978.1,0.77914,0.46967,1.03046,0.95812,0.95563,0.97699,0.65137,1.32131,0.48874,1.50486,0.001057,0.001057,0.001057
273,18044.4,0.773,0.46196,1.02847,0.95822,0.95563,0.97699,0.65048,1.32129,0.48881,1.50541,0.001024,0.001024,0.001024
274,18110.7,0.77435,0.46567,1.03696,0.9581,0.95563,0.97691,0.65037,1.32151,0.488,1.5055,0.000991,0.000991,0.000991
275,18177,0.77303,0.47681,1.03036,0.95799,0.95563,0.97694,0.65083,1.32179,0.48924,1.50644,0.000958,0.000958,0.000958
276,18243.2,0.76631,0.45618,1.02501,0.95799,0.95563,0.97707,0.64944,1.32182,0.48807,1.50682,0.000925,0.000925,0.000925
277,18309.4,0.7666,0.46732,1.02365,0.95664,0.95563,0.97692,0.64952,1.32225,0.48847,1.50729,0.000892,0.000892,0.000892
278,18375.5,0.76653,0.46069,1.02664,0.95657,0.95563,0.97698,0.64964,1.32231,0.48898,1.5082,0.000859,0.000859,0.000859
279,18441.7,0.76915,0.45956,1.02854,0.95577,0.95875,0.97702,0.64894,1.32307,0.4893,1.50926,0.000826,0.000826,0.000826
280,18507.8,0.76804,0.46147,1.02831,0.96001,0.95222,0.97708,0.64881,1.32308,0.4892,1.50957,0.000793,0.000793,0.000793
281,18574,0.75372,0.45336,1.01828,0.95877,0.95235,0.97743,0.64773,1.32338,0.48888,1.51041,0.00076,0.00076,0.00076
282,18640.4,0.75148,0.44315,1.01736,0.95877,0.95243,0.97752,0.64724,1.32377,0.48938,1.51118,0.000727,0.000727,0.000727
283,18706.8,0.75849,0.45609,1.02709,0.96045,0.95222,0.97745,0.64769,1.3242,0.48937,1.51208,0.000694,0.000694,0.000694
284,18773,0.755,0.44663,1.0174,0.96526,0.94834,0.97754,0.64464,1.32462,0.48974,1.51291,0.000661,0.000661,0.000661
285,18839.1,0.74644,0.45251,1.0162,0.96526,0.94844,0.97751,0.64441,1.32507,0.48943,1.51363,0.000628,0.000628,0.000628
286,18905.2,0.75098,0.4491,1.0173,0.95824,0.95904,0.97758,0.64522,1.32556,0.48944,1.51438,0.000595,0.000595,0.000595
287,18971.4,0.75015,0.45314,1.01893,0.95793,0.95904,0.97752,0.64561,1.3259,0.48933,1.51487,0.000562,0.000562,0.000562
288,19037.9,0.74345,0.44405,1.01136,0.9545,0.95904,0.97746,0.64677,1.32593,0.48992,1.51571,0.000529,0.000529,0.000529
289,19104.1,0.74514,0.44777,1.01762,0.95763,0.95904,0.97738,0.64572,1.32599,0.48942,1.51636,0.000496,0.000496,0.000496
290,19170.3,0.73931,0.44505,1.01265,0.95693,0.95904,0.97734,0.64599,1.32661,0.48962,1.51734,0.000463,0.000463,0.000463
291,19237.5,0.64652,0.3028,0.95191,0.9617,0.95904,0.97742,0.64367,1.3267,0.48916,1.5181,0.00043,0.00043,0.00043
292,19303.8,0.62943,0.29696,0.95027,0.96165,0.95904,0.97744,0.64337,1.3268,0.48951,1.51879,0.000397,0.000397,0.000397
293,19370,0.61868,0.28033,0.94274,0.95902,0.95839,0.97731,0.64422,1.32685,0.49,1.5196,0.000364,0.000364,0.000364
294,19436.1,0.60797,0.27798,0.93551,0.95896,0.95692,0.97732,0.64444,1.32692,0.49092,1.52034,0.000331,0.000331,0.000331
295,19502.4,0.6087,0.27463,0.93582,0.95894,0.95657,0.97749,0.64433,1.32696,0.49064,1.52109,0.000298,0.000298,0.000298
296,19568.5,0.60065,0.27123,0.93317,0.95893,0.9563,0.97752,0.64311,1.32685,0.49121,1.52173,0.000265,0.000265,0.000265
297,19634.7,0.60108,0.27113,0.92912,0.95892,0.95591,0.97743,0.64259,1.32693,0.49125,1.52243,0.000232,0.000232,0.000232
298,19700.5,0.59356,0.26959,0.92855,0.95892,0.95613,0.97742,0.64128,1.32712,0.49229,1.52313,0.000199,0.000199,0.000199
299,19766.9,0.58928,0.27146,0.92402,0.95892,0.95602,0.97746,0.64156,1.32746,0.49201,1.52393,0.000166,0.000166,0.000166
300,19833.2,0.58882,0.26695,0.9276,0.95891,0.95584,0.97746,0.64289,1.32768,0.49251,1.52483,0.000133,0.000133,0.000133
